AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ FEARS OUR MIGHT!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;¡$TAG_0_0_UPPER$ LE TEME A NUESTRA FUERZA!;;;;;;;;x;
some_fake_1836_12;Japanese government decides the new national colour will be that of a cherry blossom, for it best represents this marvellous country's national character. Calling it 'pink' is outlawed.;;Regierung Japans wählt die Farbe von Kirschblüten als neue Nationalfarbe, die den wunderbaren Charakter der Nation am besten wiederspiegelt. Es ist verboten, die Farbe 'rosa' zu nennen.;;El gobierno japonés ha decidido que el nuevo color nacional será el de la flor de cerezo, porque representa mejor el carácter nacional de este maravilloso país. Llamarlo 'rosa' está prohibido por ley.;;;;;;;;;x 
some_fake_1836_title_13;The Good River;;Der gute Fluss;;El Buen Río;;;;;;;;;x
some_fake_1836_13;A team of expert American cartographers deliver the most accurate drawings of the 'good' Ohio River to date, to be included in future local and international maps. More rivers to follow.;;Team amerik. Kartographie-Experten präsentiert aktuellste Zeichnungen des 'guten' Ohio-Flusses, die in nationalen und internationalen Karten verwendet werden. Weitere Flüsse werden folgen.;;"Un equipo de expertos cartógrafos americanos entregaron los planos más precisos hasta la fecha del ""buen"" río Ohio, que se incluirán en los mapas locales e internacionales en el futuro. Más ríos le seguirán.";;;;;;;;;x
some_fake_1836_title_14;Jan Mayen;;Jan Mayen;;Jan Mayen;;;;;;;;;x
some_fake_1836_14;Inexplicably high numbers of migrants are reported to have moved recently to the barren island of Jan Mayen in the Arctic Ocean. 'We were tired of all that noise' revealed one of the pioneers.;;Unglaublich viele Migranten sind laut Berichten kürzlich auf die karge Insel Jan Mayen im Arktischen Ozean gezogen. 'Wir hatten den Lärm satt', sagte einer der Pioniere.;;"Se informa que, inexplicablemente, un alto número de inmigrantes se han trasladado recientemente al islote de Jan Mayen en el Océano Ártico. ""Estábamos cansados de tanto ruido"" reveló uno de los pioneros.";;;;;;;;;x 
some_fake_1880_title_8;Lunatics Act;;Geisteskranken-Verordnung;;Acta de Locos;;;;;;;;;x
some_fake_1880_8;Recent legislation requires ship owners to pay a fine should their arriving vessel discharge into the ports of this country a person or persons assessed as lunatics, idiots or convicts.;;Neue Gesetzesverordnung belegt Schiffseigner mit einer Geldstrafe, wenn sie Menschen die geisteskrank, Idioten oder Sträflinge sind, mit ihrem Schiff in die Häfen dieses Landes entladen.;;La reciente legislación exige a los propietarios de buques pagar una multa si descargan a su llegada a los puertos de este país a una persona o personas clasificadas como locos, idiotas o convictos. ;;;;;;;;;x 
some_fake_1890_title_8;Lucky 55;;Die Glücklichen 55;;Afortunado 55;;;;;;;;;x
some_fake_1890_8;Fifty four confirmed winners of the state lottery to split between themselves a record amount of prize money. 'I can't find my ticket!', complains the hapless fifty fifth.;;54 bestätigte Gewinner der Staatslotterie teilen sich Rekordgewinn. 'Ich kann mein Los nicht finden!', beklagt der unglückliche 55. Gewinner.;;"Los cincuenta y cuatro ganadores confirmados de la lotería del estado dividirán entre ellos una cantidad récord de dinero en premios. ""¡No puedo encontrar mi billete!"", se queja el desventurado cincuenta y cinco.";;;;;;;;;x 
some_fake_1910_title_11;Dreadnought hoax;;Schlachtschiff-Humbug;;Engaño en el acorazado;;;;;;;;;x
some_fake_1910_11;A group of young artistocrats, disguised with turbans and blackened faces as a party of Abyssinian princes, trick their way into the Royal Navy's flagship for a private tour of the vessel.;;Gruppe junger Aristokraten, verkleidet als Delegation des abessinischen Prinzen, mit Turbanen und geschwärzten Gesichtern, erschwindelt private Führung durch Flagschiff der königl. Marine.;;Un grupo de jóvenes aristócratas, disfrazados con turbantes y rostros ennegrecidos como un grupo de príncipes abisinios, lograron hacerse camino en el buque insignia de la Royal Navy para un viaje privado en la embarcación.;;;;;;;;;x 
some_fake_1910_title_12;Radios Killing Culture?;;Zerstören Radios die Kultur?;;¿Están las radios matando la cultura?;;;;;;;;;x
some_fake_1910_12;The radio has recently come about, causing concerns that it will kill society and socialization. Proponents say only thought-provoking and intelligent broadcasts will be considered.;;Mit Einführung des Radios wächst die Sorge um den Fortbestand der Gesellschaft und Sozialisation. Befürworter betonen, dass nur zum Nachdenken anregende, intelligente Sendungen geplant werden.;;La radio ha aparecido recientemente, provocando la preocupación de que va a matar a la sociedad y la socialización. Los defensores dicen que solo las transmisiones inteligentes y que invitan a la reflexión serán consideradas.;;;;;;;;;x 
some_fake_1910_title_13;Revolt of the Lash;;Der Peitschen-Aufstand;;Revuelta del Látigo;;;;;;;;;x
some_fake_1910_13;Black crewmen of the Brazilian Navy mutiny against their white officers. They threaten to fire upon Rio de Janeiro if racial abuse and physical violence against lower ranks are not abolished.;;Schwarze Besatzung der brasil. Marine meutert gegen ihre weißen Offiziere. Sie fordern Ende der Rassendiskriminierung und körperlichen Gewalt gg. Untergebene oder Rio de Janeiro werde brennen.;;Tripulantes negros da la marina de brasileña se amotinaron contra sus oficiales blancos. Amenazan con disparar a Rio de Janeiro si el abuso racial y la violencia física contra los rangos inferiores no son abolidas.;;;;;;;;;x 
some_fake_1920_title_13;Men's Dress Reform Party;;Partei zur Reform von Männerkleidung;;Partido por la Reforma del Vestuario Masculino;;;;;;;;;x
some_fake_1920_13;New movement urges men to dress more beautifully and hygienically. 'Most members wish for shorts, a few for the kilt, nearly all hate trousers.' The MDRP also opposes the wearing of hats.;;Neue Bewegung fordert Männer zu ansehnlicherer und sauberer Kleidung auf. 'Viele Mitglieder wünschen sich kurze Hosen, manche Kilts, fast alle hassen lange Hosen.' MDRP lehnt auch Hüte ab.;;"Un nuevo movimiento insta a los hombres a vestirse más bella e higiénicamente. ""La mayoría de los miembros desean pantalones cortos, algunos faldas escocesas, casi todos odian los pantalones largos."" El ""MDRP"" también se opone al uso de sombreros.";;;;;;;;;x
dino_fake_1830_title_1;Ornithichnology;;Ornithichnologie;;Ornitisquiologia;;;;;;;;;x
dino_fake_1830_1;Prof. Hitchcock reports fossil tracks of birds discovered near the Connecticut river in Massachusetts. Some of the foot marks indicate that they were made by some enormous species of bird...;;Prof. Hitchcock meldet Entdeckung von Fossilienspuren von Vögeln nahe des Connecticut-Flusses, Massachusetts. Einige Spuren deuten auf riesige Vogelart hin…;;El prof. Hitchcock informa de huellas de aves fósiles descubiertas cerca del río Connecticut en Massachusetts. Algunas de las pisadas indican que fueron hechas por una enorme especie de ave...;;;;;;;;;x
dino_fake_1830_title_2;Plateosaurus;;Plateosaurus;;Plateosaurus;;;;;;;;;x
dino_fake_1830_2; In honour of Dr. Engelhardt, original discoverer of the remains, Dr. von Meyer named a new giant saurian as Plateosaurus engelhardti. It seems to be related to Iguanodon and Megalosaurus.;; Zu Ehren des Entdeckers Dr. Engelhardt nannte Dr. von Meyer einen neuen riesigen Saurier 'Plateosaurus engelhardti'. Er scheint mit Iguanodon und Megalosaurus verwandt zu sein.;;El Dr. von Meyer nombró a un nuevo saurio gigante como Plateosaurus engelhardti, en honor al Dr. Engelhardt, descubridor de los restos. Parece estar relacionado con el Iguanodon y el Megalosaurus.;;;;;;;;;x
dino_fake_1830_title_3;Thecodontosaurus;;Thecodontosaurus;;Thecodontosaurus;;;;;;; ;;x
dino_fake_1830_3;This unusual saurian has teeth in its sockets instead of having them fused to the jaw like modern reptiles, say Dr. Riley and Dr. Stutchbury, the describers of this lizard.;;Dieser ungewöhnliche Saurier besaß Zähne in Zahnhöhlen, nicht wie moderne Reptilien direkt mit dem Kiefer verbundene, wie Dr. Rilez und Dr. Stutchbury, Entdecker der Eidechse, sagen.;;Los descubridores de este inusual saurio, el Dr. Riley y el Dr. Stutchbury, dicen que tiene dientes en sus alvéolos en lugar de tenerlos fusionados a la mandíbula como los reptiles modernos.;;;;;;;;;x
dino_fake_1830_title_4;Poekilopleuron;;Poekilopleuron;;Poekilopleuron;;;;;;;;; x
dino_fake_1830_4;Dr. Eudes-Deslongchamps resports on a new saurian known from vertebrae, ribs and limbs. He thinks this animal is related to the Megalosaurus.;;Dr. Eudes-Deslongchamps meldet aufgrund von Wirbel-, Rippen- und Gliedmaßen-Funden einen neuen Saurier. Er glaubt, das Tier ist mit dem Megalosaurus verwandt.;;El Dr. Eudes-Deslongchamps reporta sobre un nuevo saurio descubierto a partir de vértebras, costillas y extremidades. Él piensa que este animal se relaciona con el Megalosaurus.;;;;;;;;;x
dino_fake_1840_title_1;Dinosauria;;Dinosauria;;Dinosauria;;;;;;;;;x
dino_fake_1840_1; Dinosauria is the name Prof. Owen proposed for the tribe of Saurians that include Megalosaurus, Hylaeosaurus and Iguanodon. These dinosaurians are remarkable for their large size.;; Prof. Owen schlug für die Sauriergattung, der Megalosaurus, Hylaeosaurus und Iguanodon angehören, den Namen Dinosauria vor. Ihre Größe ist bemerkenswert.;;Dinosauria es el nombre que el profesor Owen propuso a la familia de los saurios que incluyen al Megalosaurus, al Hylaeosaurus y al Iguanodon. Estos dinosaurios son notables por su gran tamaño.;;;;;;;;;x
dino_fake_1840_title_2;Cetiosaurus;;Cetiosaurus;;Cetiosaurus;;;;;;;;;x
dino_fake_1840_2; A new giant fossil sea-dwelling reptilian was discovered. Prof. Owen named it Cetiosaurus, which means “whale lizard”.;; Neue Entdeckung eines riesigen, aquatischen Reptil-Fossils. Prof. Owen nannte es Cetiosaurus, was “Wal-Echse” bedeutet.;;"Fue descubierto el fósil de un nuevo reptíl marino gigante. El profesor Owen lo llamó Cetiosaurus, que significa ""reptil ballena"".";;;;;;;;;x
dino_fake_1840_title_3;Cardiodon;;Cardiodon;;Cardiodon;;;;;;;;;x
dino_fake_1840_3;A single heart shaped tooth was discovered in Wiltshire, England. After analyzing it Prof. Owen decided to give it the name of Cardiodon.;;Ein einzelner, herzförmiger Zahn wurde in Wiltshire, England entdeckt. Prof. Owen entschloss sich nach seiner Analyse, ihn Cardiodon zu taufen.;;Un solo diente en forma de corazón fue descubierto en Wiltshire, Inglaterra. Después de analizarlo el profesor Owen decidió darle el nombre de Cardiodon.;;;;;;;;;x
dino_fake_1840_title_4;Regnosaurus;;Regnosaurus;;Regnosaurus;;;;;;;;;x
dino_fake_1840_4;After some jaws of the Iguanodon were discovered, Dr. Mantell assumed his error in a previously assigned portion of a jaw to this beast and now described it as a separate species.;;Nach dem Fund einiger Kieferknochen des Iguanodons vermutete Dr. Mantell einen Fehler in seiner vorherigen Zuordnung eines Kiefers zu diesem Biest und beschreibt ihn nun als separate Spezies.;;Tras el descubrimiento de algunas mandíbulas de Iguanodon, el Dr. Mantell asumió su error en la asignación previa de la mandíbula de la bestia y ahora la describe como una especie separada.;;;;;;;;;x
dino_fake_1840_title_5;Dinosauria?;;Dinosauria?;;¿Dinosauria?;;;;;;;;;x
dino_fake_1840_5;Biologist Richard Owen creates first life-size concrete sculptures of extinct gigantic reptiles, fossils of which were discovered in South Africa and New Zealand. He calls them 'dinosauria'.;;Biologe Richard Owen erstellt erste lebensgroße Skulpturen von ausgestorbenen, gigantischen Reptilien, deren Fossilien in Südafrika und Neuseeland entdeckt wurden. Er nennt sie 'Dinosauria'.;;"El biólogo Richard Owen fue el primero en crear esculturas de tamaño natural de los reptiles gigantes extintos, cuyos fósiles fueron descubiertos en Sudáfrica y Nueva Zelanda. Les llama ""Dinosauria"".";;;;;;;;;x
dino_fake_1850_title_1;Dinosaurians in America;;Dinosaurier in Amerika;;Dinosaurios en America;;;;;;;;;x
dino_fake_1850_1;Dr. Leidy has described two new dinosaurians from America, named Trachodon and Deinodon. Other undeterminate lacertians named Palaeoscincus and Troodon were also discovered.;;Dr. Leidy beschrieb zwei neue Dinosaurier aus Amerika, namens Trachodon und Deinodon. Weitere untergeordnete Echsen namens Palaeoscincus und Troodon wurden ebenfalls entdeckt.;;El Dr. Leidy descubrió dos nuevos dinosaurios en América, llamados Trachodon y Deinodon. También se descubrieron otros lacértidos llamados Palaeoscincus y Troodon.;;;;;;;;;x
dino_fake_1850_title_2;Hadrosaurus;;Hadrosaurus;;Hadrosaurus;;;;;;;;;x
dino_fake_1850_2;This new dinosaurian appears to be related to the Iguanodon. Dr. Leidy suspects the animal sustained itself in a bipedal erect posture.;;Dieser neue Dinosaurier scheint mit dem Iguanodon verwandt zu sein. Dr. Leidy vermutet bei dem Tier einen aufrechten Gang auf zwei Beinen.;;Este nuevo dinosaurio parece estar relacionado con el Iguanodon. El Dr. Leidy sospecha que el animal se sostenía en una postura bípeda erguida.;;;;;;;;;x
dino_fake_1860_title_1;Compsognathus;;Compsognathus;;Compsognathus;;;;;;;;;x
dino_fake_1860_1;A new species of saurian was found and was named Compsognathus. Dr. Wagner says the lizard reminds us somewhat of birds but such relationship cannot be justified.;;Neue Saurierspezies entdeckt und Compsognathus getauft. Dr. Wagner sagt, die Echse erinnere fern an Vögel, doch ein solcher Bezug sei nicht erwiesen.;;Se encontró una nueva especie de saurio y fue nombrado Compsognathus. El Dr. Wagner dice el lagarto nos recuerda en algo a las aves, pero esa relación no puede justificarse.;;;;;;;;;x
dino_fake_1860_title_2;Archaeopteryx;;Archaeopteryx;;Archaeopteryx;;;;;;;;;x
dino_fake_1860_2;A finely fossilized feather was discovered and Dr. von Meyer named it Archaeopteryx which means ancient feather or wing.;;Ein perfektes Fossil einer Feder wurde entdeckt und Dr. Wagner taufte sie Archaeopteryx, was für eine altertümliche Feder oder einen Flügel steht.;;Una pluma finamente fosilizada fue descubierta y el Dr. von Meyer la nombró Archaeopteryx, que significa pluma o ala antigua.;;;;;;;;;x
dino_fake_1860_title_3;johnstoni, Astrodon johnstoni!;;johnstoni, Astrodon johnstoni!;;¡Johnstoni, Astrodon johnstoni!;;;;;;;;;x
dino_fake_1860_3;After Dr. Johnston named some saurian teeth as Astrodon, Dr. Leidy now completes the name and gives it a specific epithet in his honour.;;Nachdem Dr. Johnston einige Saurierzähne als Astrodon bezeichnete, vollendet Dr. Leidy nun den Namen zu dessen Ehren mit diesem spezifischen Beinamen.;;Después que el Dr. Johnston nombrara algunos dientes saurios como Astrodon, el Dr. Leidy ahora completa el nombre y le da un epíteto específico en su honor.;;;;;;;;;x
dino_fake_1860_title_4;Laelaps;;Laelaps;;Laelaps;;;;;;;;;x
dino_fake_1860_4;Professor Cope announces the discovery of a terrifying rapacious gigantic dinosaur related to Megalosaurus and Dinodon.;;Professor Cope verkündet die Entdeckung eines furchterregenden, räuberischen, riesigen Dinosauriers, der mit Megalosaurus und Dinodon verwandt ist.;;El profesor Cope anuncia el descubrimiento de un gigantesco dinosaurio, un rapaz terrorífico relacionado con Megalosaurus.;;;;;;;;;x
dino_fake_1860_title_5;Elasmosaurus;;Elasmosaurus;;Elasmosaurus;;;;;;;;;x
dino_fake_1860_5;E.D. Cope reports on a new enaliosaur related to the Plesiosaurus, but with a much longer tail.;;E.D. Cope meldet einen neuen Enaliosaurus, der mit dem Plesiosaurus verwandt ist, aber einen viel längeren Schwanz hat.;;E.D. Cope informa sobre un nuevo elasmosáurido relacionado con el Plesiosaurus, pero con una cola mucho más larga.;;;;;;;;;x
dino_fake_1860_title_6;Archaeopteryx;;Archaeopteryx;;Archaeopteryx;;;;;;;;;x
dino_fake_1860_6;Archaeopteryx fossils discovered in Bavaria. Described as 'the first bird' and 'the missing link between dinosaurs and birds', it constitutes the proof Darwin needed to validate his theory.;;Archaeopteryx-Fossilien in Bayern gefunden. Die 'ersten Vögel' bilden 'fehlende Verbindung zwischen Dinosauriern und Vögeln' und liefern den Beweis, den Darwin für seine Theorie brauchte.;;"Fósiles de Archaeopteryx fueron descubiertos en Baviera. Descrita como ""la primera ave"" y ""el eslabón perdido"" entre los dinosaurios y las aves, constituye la prueba que Darwin necesitaba para validar su teoría.";;;;;;;;;x
dino_fake_1860_title_7;Hypselosaurus;;Hypselosaurus;;Hypselosaurus;;;;;;;;;x
dino_fake_1860_7;Mr. Matheron reports on vertebrae and giant egg fragments from a likely aquatic saurian he names Hypselosaurus from the Fuveau basin.;;Mr. Matheron meldet Funde von Wirbelknochen und gigantischen Eifragmenten eines womöglich aquatischen Sauriers im Fuveau-Becken, den er Hypselosaurus taufte.;;El Sr. Matheron informa sobre las vértebras y fragmentos de huevos gigantes provenientes, probablemente, de saurio acuático que nombra Hypselosaurus de la cuenca Fuveau.;;;;;;;;;x
dino_fake_1870_title_1;WAR!;;KRIEG!;;¡GUERRA!;;;;;;;;;x
dino_fake_1870_1;After Dr. Marsh reported openly to the public Dr. Cope’s error in placing Elasmosaurus’ head in its tail they have become sworn enemies and a ferocious scientific competition has now started.;;Dr. Marshs Veröfentlichung, dass Dr. Cope den Kopf des Elasmosaurus irrtümlich am Schwanzende anbrachte, machte sie zu Erzrivalen und ein erbitterter wissenschaftl. Wettstreit hat begonnen.;;Después que el Dr. Marsh informó abiertamente al público del error del Dr. Cope al colocar la cabeza del Elasmosaurus en su cola, se han convertido en enemigos jurados y una feroz competencia científica ha comenzado.;;;;;;;;;x
dino_fake_1870_title_2;More on Archaeopteryx;;Mehr zum Archaeopteryx;;Más acerca del Archaeopteryx;;;;;;;;;x
dino_fake_1870_2;New fossils of the primitive bird Archaeopteryx show shocking reptilian features as claws and teeth. Evolutionists are making a big deal of these findings and call it a missing link.;;Neue Fossilien des primitiven Vogels Archaeopteryx zeigen schockierende Reptilienmerkmale wie Klauen und Zähne. Evolutionisten reißen sich um die Entdeckung, sie sei ein fehlender Link.;;Los nuevos fósiles del ave primitiva Archaeopteryx, para sorpresa de todos, muestran rasgos de reptil como las garras y los dientes. Los evolucionistas están haciendo un alboróto con estos resultados y lo llaman el eslabón perdido.;;;;;;;;;x
dino_fake_1870_title_3;Prof. Huxley’s Insanity!;;Prof. Huxleys Wahnsinn!;;¡La locura del profesor Huxley!;;;;;;;;;x
dino_fake_1870_3;Many prominent palaeontologists are fearing for Prof. Huxley’s mental state after he proposed another ridiculous evolutionary claim: he says reptilian dinosaurians and birds are related!;;Viele bekannte Paläontologen fürchten um Prof. Huxleys Geisteszustand, nachdem er eine weitere lächerliche Evolutionstheorie vortrug: er sagt, reptilische Dinosaurier und Vögel sind verwandt!;;Muchos paleontólogos destacados temen por el estado mental del profesor Huxley después de que propuso otra ridícula afirmación evolutiva:  ¡dice que los dinosaurios y las aves están relacionados!;;;;;;;;;x
dino_fake_1870_title_4;Stegosaurus;;Stegosaurus;;Stegosaurus;;;;;;;;;x
dino_fake_1870_4;A new kind of weird and enormous turtle was discovered in the North American West. Prof. Marsh called it Stegosaurus, meaning roofed lizard.;;Eine neue Art einer merkwürdigen, gigantischen Schildkröte wurde im Westen Nordamerikas entdeckt. Prof. Marsh nennt sie Stegosaurus, was soviel wie überdachte Eidechse heisst.;;"Una nueva especie de tortuga, extraña y enorme, fue descubierta en el oeste norteamericano. El Prof. Marsh la llamó Stegosaurus, que significa ""reptil con tejado"".";;;;;;;;;x
dino_fake_1870_title_5;Pteranodon;;Pteranodon;;Pteranodon;;;;;;;;;x
dino_fake_1870_5;A breakthrough discovery by O.C. Marsh. Airborne creatures fossils of which were found in North America, unlike any other species of pterosaurian, seem to had lacked teeth entirely.;;Bahnbrechende Entdeckung von O.C. Marsh. In Nordamerika gefundene Fossilien von fliegenden Kreaturen hatten, im Gegensatz zu anderen Pterosaurus-Arten, keine Zähne.;;Un descubrimiento sin precedentes por O.C. Marsh, criaturas aéreas fósiles que fueron encontradas en América del Norte. A diferencia de cualquier otra especie de pterosaurio, parece que carecen por completo de dientes .;;;;;;;;;x
dino_fake_1870_title_6;Agathaumas;;Agathaumas;;Agathaumas;;;;;;;;;x
dino_fake_1870_6;Buried in a coal formation in Wyoming lied 'the wreck of one of the princes among giants', as E.D. Cope described of what was undoubtedly the largest land animal known to date.;;Laut E.D. Cope liegt in einer Kohleformation in Wyoming 'das Wrack eines Prinzen unter den Giganten', zweifelsohne das bislang größte, entdeckte Landtier.;;"Enterrado en una formación de carbón en Wyoming yacían ""las ruinas de uno de los príncipes entre los gigantes"", como E.D. Cope llamaba al que fue, sin duda, el animal terrestre más grande conocido hasta la fecha.";;;;;;;;;x
dino_fake_1870_title_7;Bridger Basin works;;Arbeiten in Bridger Basin;;Obras en la Cuenca Bridger;;;;;;;;;x
dino_fake_1870_7;Marsh, Cope and Leidy move their excavation work to the Bridger Basin area in Wyoming. Their camps mere miles apart, top three paleontologists are reported to never speak with one another.;;Marsh, Cope und Leidy verlagern Ausgrabungsarbeiten nach Bridger Basin, Wyoming. Trotz benachbarter Lager wechseln die drei führenden Paläontologen kein Wort miteinander.;;Marsh, Cope y Leidy movieron sus obras de excavación al área de la Cuenca Bridger, en Wyoming. Sus campamentos estan a pocos kilometros de distancia, sin embargo, se informa que los tres paleontólogos nunca se hablan.;;;;;;;;;x
dino_fake_1870_title_8;Vote of no confidence;;Misstrauensvotum;;Voto de Rechazo;;;;;;;;;x
dino_fake_1870_8;Professor Marsh is elated over his election to the prestigious National Academy of Sciences. Professor Cope is reported to have been the only member of the academy to cast a 'no' vote.;;Professor Marsh erfreut über seine Wahl in anerkannte Nationale Akademie der Wissenschaften. Laut Meldungen votierte Professor Cope als einziges Akademiemitglied mit 'Nein'.;;"El profesor Marsh está eufórico por su ingreso a la prestigiosa Academia Nacional de Ciencias. Se informa que el profesor Cope ha sido el único miembro de la academia en votar ""no"".";;;;;;;;;x
dino_fake_1870_title_9;Hesperornis;;Hesperornis;;Hesperornis;;;;;;;;;x
dino_fake_1870_9;Professor Marsh announces discovery of Hesperornis, a tall and almost wingless aquatic volucrine propelling with powerful hind legs and using his toothed beak to snatch underwater prey.;;Professor Marsh verkündet Entdeckung des Hesperornis, eine große, fast flügellose Seekreatur, mit kraftvollen Hinterläufen und einem Schnabel mit Zähnen, für die Beutejagd unter Wasser.;;El profesor Marsh anuncia el descubrimiento del Hesperornis, una ave acuática grande y casi sin alas, propulsada por sus poderosas patas traseras y  con un pico dentado para cazar a sus presas bajo el agua.;;;;;;;;;x
dino_fake_1870_title_10;Marsh among the Sioux;;Marsh bei den Sioux;;Marsh entre los Sioux;;;;;;;;;x
dino_fake_1870_10;In their boldest excursion to date, professor Marsh and his party cross the Sioux territory to reach the most promising excavation sites in the White River Badlands in South Dakota.;;Bei der bislang gewagtesten Exkursion dringen Prof. Marsh und sein Team in Gebiet der Sioux vor, um vielversprechende Ausgrabungsorte in den White River Badlands, South Dakota, zu erreichen.;;En su excursión más audaz hasta la fecha, el profesor Marsh y su equipo cruzan el territorio Sioux para llegar a los lugares de excavación más prometedores en las badlands de White River en Dakota del Sur.;;;;;;;;;x
dino_fake_1870_title_11;Marsh's camp raided!;;Überfall auf Marshs Lager!;;¡Ataque al campamento de Marsh!;;;;;;;;;x
dino_fake_1870_11;O.C. Marsh and his group are reported to have barely escaped an Indian war party raid against their camp. Their hasty retreat didn't hinder securing of nearly two tonnes of excavated bones.;;Laut Meldungen entkamen O.C. Marsh und seine Gruppe nur knapp einem indianischen Raubzug gegen ihr Lager. Trotz übereilter Flucht konnten fast 2 Tonnen ausgegrabener Knochen gesichert werden.;;Se reporta que O.C. Marsh y su equipo han escapado a duras penas de una incursión de un escuadrón indio contra su campamento. A pesar de su precipitada huida fueron capaces de asegurar casi dos toneladas de huesos excavados.;;;;;;;;;x
dino_fake_1870_title_12;Vertebrate galore;;Wirbeltiere im Überfluss;;Abundancia de vertebrados;;;;;;;;;x
dino_fake_1870_12;Professor Cope reports from the San Juan River area, where he discovered dozens of new vertebrate species after departing from the geological survey expedition he had been attached to.;;Prof. Cope berichtet nach seiner Rückkehr von der geologischen Expedition, an der er teilgenommen hatte, von der Entdeckung dutzender, neuer Wirbeltierarten in der Gegend des San Juan-Flusses.;;El profesor Cope informa desde el área del Río San Juan, donde descubrió docenas de nuevas especies de vertebrados después de separarse de la expedición de estudios geológicos a la que se había unido.;;;;;;;;;x
dino_fake_1870_title_13;Como Bluff;;Como Bluff;;Como Bluff;;;;;;;;;x
dino_fake_1870_13;O.C. Marsh discloses two of his agents uncovered bones as thick and as long as logs at the excavation in Como Bluff, Wyoming. Diplodocus and Allosaurus among many newly discovered species.;;O.C. Marsh meldet die Ausgrabung von Knochen, so dick und lang wie Baumstämme, durch zwei Mitarbeiter in Como Bluff, Wyoming. Neben Diplodocus und Allosaurus auch viele neue Arten.;;O.C. Marsh da a conocer dos huesos descubiertos por los miembros de su equipo, tan largos y tan gruesos como los registros de la excavación en Como Bluff, Wyoming. El Diplodocus y el Allosaurus se encuentran entre muchas de las especies recién descubiertas.;;;;;;;;;x
dino_fake_1880_title_1;Brontosaurus?;;Brontosaurus?;;¿Brontosaurio?;;;;;;;;; x
dino_fake_1880_1;Dug up and assembled by palaeontologist O.C. Marsh, to the untrained eye, Brontosaurus looks suspiciously similar to the already known Apatosaurus. His skull is completely different, though.;;Der von Paläontologe O.C. Marsh ausgegrabene und zusammengesetzte Brontosaurus sieht dem bekannten Apatosaurus verdächtig ähnlich. Der Schädel ist jedoch komplett anders.;;Desenterrado y montado por el paleontólogo O.C. Marsh, para el ojo inexperto, el Brontosaurio es sospechosamente similar al ya conocido Apatosaurus, sin embargo, su cráneo es completamente diferente.;;;;;;;;;x
dino_fake_1880_title_2;Equine fraud?;;Pferde-Betrug?;;¿Fraude equino?;;;;;;;;;x
dino_fake_1880_2;E.D. Cope accuses O.C. Marsh of stealing Kowalevsky's research into the genealogy and evolution of the horse. 'What is new in it, isn't correct, what is correct isn't new', he concludes.;;E.D. Cope beschuldigt O.C. Marsh, Kowalevskys Forschungen zu Abstammung und Evolution der Pferde gestohlen zu haben. 'Die neuen Informationen sind falsch, die richtigen nicht neu', beklagt er.;;"E.D. Cope acusa a O.C. Marsh de haber robado la investigación de Kowalevsky de la genealogía y evolución del caballo. ""Lo que es nuevo en él, no es correcto, lo que es correcto no es nuevo"", concluye.";;;;;;;;;x
dino_fake_1880_title_3;Marsh's repartee;;Marsh kontert;;Réplica de Marsh;;;;;;;;;x
dino_fake_1880_3;Kowalevsky was at least stricken with remorse and ended his unfortunate career by blowing out his brains. Cope still lives unrepentant', writes O.C. Marsh in response to his rival's attacks.;;O.C. Marsh schrieb als Antwort auf die Attacken seiner Rivalen: 'Kowalevsky hat zumindest Gewissensbisse und beendete seine missliche Karriere mit einer Kugel. Cope lebt ohne Reue weiter.';;"""A Kowalevsky, por lo menos, le remordía la conciencia y terminó su desafortunada carrera volándose los sesos. Cope es incorregible"", escribe O.C. Marsh en respuesta a los ataques de su rival.";;;;;;;;;x
dino_fake_1880_title_4;Cope's Bible;;Copes Bibel;;Biblia de Cope;;;;;;;;;x
dino_fake_1880_4;Professor E.D. Cope publishes his life's work - 'The Vertebrata of the Tertiary Formations of the West', a thousand pages long volume offering the most comprehensive study of the subject.;;Prof. E.D. Cope veröffentlicht sein Lebenswerk – 'Wirbeltiere der Tertiär-Formationen im Westen', eine tausend Seiten umfassende, umfangreiche Untersuchung des Themas.;;"El profesor E.D. Cope publica la obra de su vida - ""Los vertebrados de las formaciones cenozoicas del Oeste"", un volumen de mil páginas que ofrece el estudio más completo sobre el tema";;;;;;;;;x
dino_fake_1880_title_5;Cope's Marshiana;;Copes Marshiana;;Marshcidio de Cope;;;;;;;;;x
dino_fake_1880_5;Cope gathers a copious account of Marsh's scientific errors and unethical practices by interviewing his former and present employees, to be used to ruin Marsh's scientific reputation.;;Cope sammelt umfangreiches Material zu Marshs wissenschaftlichen Fehlern und unethischen Praktiken durch Interviews mit früheren und aktuellen Mitarbeitern, um Marshs Reputation zu ruinieren.;;Cope reúne un extenso material de errores científicos de Marsh y prácticas contrarias a la ética a través de entrevistas a sus antiguos y actuales empleados, que se utilizarán para arruinar su reputación científica.;;;;;;;;;x
dino_fake_1880_title_6;Iguanodon, Iguanodon everywhere!;;Iguanodons, überall Iguanodons!;;¡Iguanodones por todas partes!;;;;;;;;;x
