KEYNAME;TEXT;;TEXT;;TEXTO;;;;;;;;;x
GOODS_PRICE_UP_MEDIUM;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen. Capitalists and Artisans worldwide scramble to produce more $STRING_0_1$ to meet the ever-increasing demands of the market.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;En los últimos $VALUE_INT_0_0$ meses ha subido notablemente el precio de: $STRING_0_1$. Los capitalistas y artesanos de todo el mundo compiten por producir la mayor cantidad posible del producto para satisfacer el incesable incremento de la demanda.;;;;;;;;;x
GOODS_PRICE_UP_TITLE_SMALL;PRICES RISE!;;PREISE STEIGEN!;;¡LOS PRECIOS SUBEN!;;;;;;;;;x
GOODS_PRICE_UP_SMALL;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen!;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen!;;En los últimos $VALUE_INT_0_0$ meses ha subido notablemente el precio de: $STRING_0_1$.;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_LARGE;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;¡LOS PRECIOS SE DERRUMBAN!;;;;;;;;;x
GOODS_PRICE_DOWN_LARGE;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock! Worldwide, producers of $STRING_0_1$ are desperately trying to shift their production to other goods to make up for their losses.;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;En los últimos $VALUE_INT_0_0$ meses ha caído notablemente el precio de: $STRING_0_1$. Los productores de $STRING_0_1$ de todo el mundo están intentando desesperadamente alterar la producción hacia otros productos para intentar suplir las pérdidas sufridas.;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_MEDIUM;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;¡LOS PRECIOS SE DERRUMBAN!;;;;;;;;;x
GOODS_PRICE_DOWN_MEDIUM;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock! Worldwide, producers of $STRING_0_1$ are desperately trying to shift their production to other goods to make up for their losses;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;En los últimos $VALUE_INT_0_0$ meses ha caído notablemente el precio de: $STRING_0_1$. Los productores de $STRING_0_1$ de todo el mundo están intentando desesperadamente alterar la producción hacia otros productos para intentar suplir las pérdidas sufridas.;;;;;;;;;x
GOODS_PRICE_DOWN_TITLE_SMALL;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;¡LOS PRECIOS SE DERRUMBAN!;;;;;;;;;x
GOODS_PRICE_DOWN_SMALL;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock!;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken!;;En los últimos $VALUE_INT_0_0$ meses ha caído notablemente el precio de: $STRING_0_1$.;;;;;;;;;x
REVOLUTION_NEWS_TITLE_LARGE;REVOLUTION IN $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;¡REVOLUCIÓN EN $TAG_0_0_UPPER$!;;;;;;;;;x
REVOLUTION_NEWS_LARGE;A revolution has taken place in $TAG_0_0$! $STRING_0_0$ have defeated the government's forces and broken the country. $TAG_0_0$ is now under the control of the $STRING_0_4$. 'As we take over the government, citizens can expect immediate reforms reflecting our $STRING_0_3$ values', they announced. 'We are not a rogue state, we only plan to pursue more equal relations with our international partners', a government official commented, challenged about new ruling party's intentions to back down on the agreements and assurances issued by the previous administration.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;¡Una revolución ha tenido lugar en $TAG_0_0$! Los $STRING_0_0$ han derrotado a las fuerzas del gobierno y desestabilizado a la nación. $TAG_0_0$ se halla ahora bajo el control de $STRING_0_4$.\n “Una vez tomado el poder político de la nación, los ciudadanos pueden esperar reformas inmediatas que reflejan el carácter $STRING_0_3$ nuestra causa!” - anuncian los rebeldes.\n “No somos un estado represor, solo deseamos establecer unas relaciones más equivalentes con nuestros socios internacionales” - anuncia un oficial del gobierno, trastornado por las exigencias del movimiento rebelde.;;;;;;;;;x
REVOLUTION_NEWS_TITLE_MEDIUM;REVOLUTION IN $TAG_0_0_UPPER$!;;REVOLUTION IN $TAG_0_0$_UPPER!;;¡REVOLUCIÓN EN $TAG_0_0_UPPER$!;;;;;;;;;x
REVOLUTION_NEWS_MEDIUM;A revolution has taken place in $TAG_0_0$! $STRING_0_0$ have defeated the government's forces and broken the country. $TAG_0_0$ is now under the control of the $STRING_0_4$. 'Citizens can expect immediate reforms reflecting our $STRING_0_3$ values', they announced.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen. $TAG_0_0$ wird nun von $STRING_0_4$ $STRING_0_3$ kontrolliert.;;¡Una revolución ha tenido lugar en $TAG_0_0$! Los $STRING_0_0$ han derrotado a las fuerzas del gobierno y desestabilizado a la nación. $TAG_0_0$ se halla ahora bajo el control de $STRING_0_4$.\n “Una vez tomado el poder político de la nación, los ciudadanos pueden esperar reformas inmediatas que reflejan el carácter $STRING_0_3$ nuestra causa!” - anuncian los rebeldes.;;;;;;;;;x
REVOLUTION_NEWS_TITLE_SMALL;REVOLUTION!;;REVOLUTION!;;¡REVOLUCIÓN!;;;;;;;;;x
REVOLUTION_NEWS_SMALL;A revolution has taken place in $TAG_0_0$! $STRING_0_0$ have defeated the government's forces and broken the country.;;Eine Revolution fand in $TAG_0_0$! $STRING_0_1$ statt, haben die Regierungskräfte besiegt und das Land zerschlagen.;;¡Una revolución ha tenido lugar en $TAG_0_0$! Los $STRING_0_0$ han derrotado a las fuerzas del gobierno y desestabilizado a la nación.;;;;;;;;;x 
INVENTION_NEWS_TITLE_LARGE;INVENTION!;;ERFINDUNG!;;¡PROGRESO!;;;;;;;;;x
INVENTION_NEWS_LARGE;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;Científicos e ingenieros de $TAG_0_0$ acaban de inventar: $STRING_0_1$. ;;;;;;;;;x
INVENTION_NEWS_TITLE_MEDIUM;INVENTION!;;ERFINDUNG!;;¡PROGRESO!;;;;;;;;;x
INVENTION_NEWS_MEDIUM;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;Científicos e ingenieros de $TAG_0_0$ acaban de inventar: $STRING_0_1$. ;;;;;;;;;x
INVENTION_NEWS_TITLE_SMALL;Invention!;;Erfindung!;;¡PROGRESO!;;;;;;;;;x
INVENTION_NEWS_SMALL;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;Científicos e ingenieros de $TAG_0_0$ acaban de inventar: $STRING_0_1$. ;;;;;;;;;x
INVENTION_SUFFIX1;Progress marches ever onwards!;;Fortschritt nicht aufzuhalten!;;¡El progreso siempre es algo que solo avanza!;;;;;;;;;x
INVENTION_SUFFIX2;Truely the light of the future!;;Wahrhaft das Licht der Zukunft!;;¡La luz del futuro!;;;;;;;;;x
INVENTION_SUFFIX3;This may doom us all!;;Dies kann uns alle vernichten!;;¡Catastrófico!;;;;;;;;;x
INVENTION_SUFFIX4;Good news, everyone!;;Gute Nachrichten!;;¡Buenas noticias para todos!;;;;;;;;;x
INVENTION_SUFFIX5;This is the dawn of a new age!;;Dies ist der Beginn eines neuen Zeitalters!;;¡Esto es el inicio de una nueva era!;;;;;;;;;x
INVENTION_SUFFIX6;Today's progress was yerterday's plan.;;Heutiger Fortschritt ist die Planung von gestern.;;El progreso de hoy eran las ideas del ayer.;;;;;;;;;x
INVENTION_SUFFIX7;Let us hope they use it for good.;;Hoffentlich findet dies einen guten Einsatz.;;Esperemos que lo usen para bien.;;;;;;;;;x
INVENTION_SUFFIX8;Science never sleeps!;;Die Forschung schläft nie!;;¡La ciencia nunca duerme!;;;;;;;;;x
INVENTION_SUFFIX_LONG1; But at what cost?;;Zu welchem Preis?;;¿Pero a qué coste?;;;;;;;;;x
INVENTION_SUFFIX_LONG2; Whatever will they think of next?;;Was werden sie als nächstes erfinden?;;¿Que será lo próximo?;;;;;;;;;x
INVENTION_SUFFIX_LONG3; It will never catch on.;;Das wird nie was werden.;;Es una idea sin futuro.;;;;;;;;;x
INVENTION_SUFFIX_LONG4; They clearly stole the idea from us.;;Idee ganz eindeutig von uns gestohlen.;;Claramente, nos han robado la idea.;;;;;;;;;x
PARTY_NEWS_TITLE_LARGE;NEW POLITICAL PARTY IN $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;NUEVO PARTIDO POLÍTICO EN $TAG_0_0_UPPER$;;;;;;;;;x
PARTY_NEWS_LARGE;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. 'We're currently in the process of recruiting new members and organizing the support structure every modern political unit requires', a party official commented. Uniting disgruntled activists and disillusioned members of other outfits, the new party announced to have scheduled a national convention, where they plan to elect their representatives and agree on the platform. They claim to remain optimistic about ever coming to power despite all odds.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;Un nuevo partido político $STRING_0_2$, el $STRING_0_0$, ha sido creado en $TAG_0_0$. “Actualmente estamos reclutando a nuevos miembros y organizando la estructura que todo partido político moderno necesita” - afirma un representante del partido. El nuevo partido ha anunciado que ofrecerán una convención nacional, donde elegirán a sus representantes y alegaran ante el estrado. Permanecen optimistas de sus posibilidades de llegar al poder.;;;;;;;;;x
PARTY_NEWS_TITLE_MEDIUM;NEW POLITICAL PARTY IN $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;NUEVO PARTIDO POLÍTICO EN $TAG_0_0_UPPER$;;;;;;;;;x
PARTY_NEWS_MEDIUM;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. Uniting disgruntled activists and disillusioned members of other outfits, the new party announced to have scheduled a national convention.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;Un nuevo partido político $STRING_0_2$, el $STRING_0_0$, ha sido creado en $TAG_0_0$. El nuevo partido ha anunciado que ofrecerán una convención nacional, donde elegirán a sus representantes y alegaran ante el estrado.;;;;;;;;;x
PARTY_NEWS_TITLE_SMALL;New Party;;Neue Partei;;Nuevo partido;;;;;;;;;x
PARTY_NEWS_SMALL;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. They claim to remain optimistic about ever coming to power despite all odds.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, in $TAG_0_0$ gegründet.;;Un nuevo partido político $STRING_0_2$, el $STRING_0_0$, ha sido creado en $TAG_0_0$. Permanecen optimistas de sus posibilidades de llegar al poder.;;;;;;;;;x
PROVINCE_NEWS_TITLE_LARGE;$TAG_0_1_UPPER$ EXPANDS!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;¡$TAG_0_1_UPPER$ SE EXPANDE!;;;;;;;;;x
PROVINCE_NEWS_LARGE;The province of $STRING_0_0$ now belongs to $TAG_0_1$. The foreign minister of $TAG_0_1$ has stated that '$STRING_0_0$ is an integral part of $TAG_0_1$' and that '$TAG_0_0$ has no claim to it now it is back in our rightful hands'.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist und '$TAG_0_0$ keinerlei Ansprüche auf die Provinz hat'.;;La provincia de $STRING_0_0$ ahora pertenece a $TAG_0_1$. El ministro de exteriores de $TAG_0_1$ ha afirmado que “$STRING_0_0$ es una parte íntegra de $TAG_0_1$” y que “$TAG_0_0$ carece de reclamación alguna sobre el territorio ahora que éste ha regresado a las manos correspondientes”.;;;;;;;;;x
PROVINCE_NEWS_TITLE_MEDIUM;$TAG_0_1_UPPER$ EXPANDS!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;¡$TAG_0_1_UPPER$ SE EXPANDE!;;;;;;;;;x
PROVINCE_NEWS_MEDIUM;The province of $STRING_0_0$ now belongs to $TAG_0_1$. The foreign minister of $TAG_0_1$ has stated that '$STRING_0_0$ is an integral part of $TAG_0_1$'.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist.;;La provincia de $STRING_0_0$ ahora pertenece a $TAG_0_1$. El ministro de exteriores de $TAG_0_1$ ha afirmado que “$STRING_0_0$ es una parte íntegra de $TAG_0_1$”.;;;;;;;;;x
PROVINCE_NEWS_TITLE_SMALL;$TAG_0_1$ Expands!;;$TAG_0_1$ dehnt sich aus!;;¡$TAG_0_1_UPPER$ SE EXPANDE!;;;;;;;;;x
PROVINCE_NEWS_SMALL;The province of $STRING_0_0$ now belongs to $TAG_0_1$. The foreign minister of $TAG_0_1$ looked rather pleased in a recent interview.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ wirkte im letzten Interview sehr zufrieden.;;La provincia de $STRING_0_0$ ahora pertenece a $TAG_0_1$. El ministro de exteriores de $TAG_0_1$ parecía bastante satisfecho en la entrevista.;;;;;;;;;x
RESEARCH_NEWS_TITLE_LARGE;$TAG_0_0_ADJ$ research complete!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;¡Investigación $TAG_0_0_ADJ$ completada!;;;;;;;;;x
RESEARCH_NEWS_LARGE;Scientists in $TAG_0_0$ have recently completed research into $STRING_0_1$. This breakthrough is sure to offer $TAG_0_0$ many advantages in the days to come as further inventions take place in this field.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ in Zukunft viele Vorteile für weitere Erfindungen bringen.;;Los científicos de $TAG_0_0$ han completado recientemente sus estudios sobre: $STRING_0_1$. Este gran avance proporcionará grandes ventajas a $TAG_0_0$, junto con los grandes descubrimientos que derivaran de la idea principal.;;;;;;;;;x
RESEARCH_NEWS_TITLE_MEDIUM;$TAG_0_0_ADJ$ research complete!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;¡Investigación $TAG_0_0_ADJ$ completada!;;;;;;;;;x
RESEARCH_NEWS_MEDIUM;Scientists in $TAG_0_0$ have recently completed research into $STRING_0_1$. This breakthrough is sure to offer $TAG_0_0$ many advantages in the days to come as further inventions take place in this field.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen. Dieser Durchbruch wird $TAG_0_0$ n Zukunft viele Vorteile für weitere Erfindungen bringen.;;Los científicos de $TAG_0_0$ han completado recientemente sus estudios sobre: $STRING_0_1$. Este gran avance proporcionará grandes ventajas a $TAG_0_0$, junto con los grandes descubrimientos que derivaran de la idea principal.;;;;;;;;;x
RESEARCH_NEWS_TITLE_SMALL;$TAG_0_0_ADJ$ research complete!;;$TAG_0_0_ADJ$ Forschung abgeschlossen!;;¡Investigación $TAG_0_0_ADJ$ completada!;;;;;;;;;x
RESEARCH_NEWS_SMALL;Scientists in $TAG_0_0$ have recently completed research into $STRING_0_1$.;;Forscher in $TAG_0_0$ haben kürzlich die Forschung in $STRING_0_1$ abgeschlossen.;;Los científicos de $TAG_0_0$ han completado recientemente sus estudios sobre: $STRING_0_1$.;;;;;;;;;x
WAR_NEWS_TITLE_LARGE;WAR BETWEEN $TAG_0_0_UPPER$ AND $TAG_0_1_UPPER$!;;KRIEG ZWISCHEN $TAG_0_0_UPPER$ UND $TAG_0_1_UPPER$!;;¡GUERRA ENTRE $TAG_0_0_UPPER$ Y $TAG_0_1_UPPER$!;;;;;;;;;x
WAR_NEWS_LARGE;On $DATE_LONG_0$ $TAG_0_0$ announced that a state of war now exists between them and $TAG_0_1$. The foreign minister of $TAG_0_0$, when asked for the reasons war had been declared stated the need to '$STRING_0_1$'. 'We only intend to reclaim what was unjustly claimed before and restore peace and order to the region', he added. 'This unlawful aggression will not stand' his counterpart in $TAG_0_1$ responded, demanding international community to condemn the aggressor. May God have mercy on them all.;;Am $DATE_LONG_0$ verkündete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Der Außenminister von $TAG_0_0$ nannte als Grund '$STRING_0_1$'. Möge Gott ihnen allen gnädig sein. ;;El $DATE_LONG_0$, $TAG_0_0$ anunció que acababan de entrar en un estado de guerra con $TAG_0_1$. El ministro de exteriores de $TAG_0_0$, tras ser haberle preguntado por el motivo del conflicto, respondió: “ $STRING_0_1$”.\n “Solo buscamos reclamar aquello que fue indebidamente conquistado antes, y así restaurar la paz y el orden en la región” - añadió.\n “Esta injusta agresión ha de ser castigada” - respondió su homólogo enemigo exigiendo a la comunidad internacional que castigue al agresor. Que Dios tenga piedad de todos ellos...;;;;;;;;;x
WAR_NEWS_TITLE_MEDIUM;$TAG_0_0_UPPER$ GOES TO WAR!;;$TAG_0_0_UPPER$ ZIEHT IN KRIEG!;;¡$TAG_0_0_UPPER$ VA A LA GUERRA!;;;;;;;;;x
WAR_NEWS_MEDIUM;On $DATE_LONG_0$ $TAG_0_0$ announced that a state of war now exists with $TAG_0_1$. The stated reason for this declaration is to '$STRING_0_1$'. 'This unlawful aggression will not stand' the foreign minister of $TAG_0_1$ commented.;;Am $DATE_LONG_0$ verkündete $TAG_0_0$, dass sie sich mit $TAG_0_1$ im Kriegszustand befinden. Die angegebene Begründung: '$STRING_0_1$'. Möge Gott ihnen allen gnädig sein. ;;El $DATE_LONG_0$, $TAG_0_0$ anunció que acababan de entrar en un estado de guerra con $TAG_0_1$. El motivo del conflicto es: “$STRING_0_1$”. “Esta injusta agresión ha de ser castigada” - afirma el ministro de exteriores de $TAG_0_1$.;;;;;;;;;x
WAR_NEWS_TITLE_SMALL;$TAG_0_0_$ at War!;;$TAG_0_0_$ im Krieg!;;¡$TAG_0_0_$ EN GUERRA!;;;;;;;;;x
WAR_NEWS_SMALL;On $DATE_LONG_0$ $TAG_0_0$ announced that a state of war now exists with $TAG_0_1$.;;Am $DATE_LONG_0$ verkündete $TAG_0_0$ den Kriegszustand mit $TAG_0_1$.;;El $DATE_LONG_0$, $TAG_0_0$ anunció que acababan de entrar en un estado de guerra con $TAG_0_1$.;;;;;;;;;x 
KEYNAME;TEXT;;TEXT;;TEXTO;;;;;;;;;x
